preprocess,feature_map,model,seconds,ok,timed_out,converged,unreliable,accuracy,balanced_accuracy,auc,sensitivity,specificity,error
None (identity),Select best 500 genes,SVM (linear),0.184286,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9953703703703703,0.9583333333333334,0.8888888888888888,
None (identity),Select best 500 genes,SVM (RBF),0.187535,True,False,True,False,0.9696969696969697,0.9444444444444444,0.9907407407407407,1.0,0.8888888888888888,
None (identity),Select best 500 genes,Decision Tree,0.109698,True,False,True,False,0.8484848484848485,0.8263888888888888,0.8263888888888888,0.875,0.7777777777777778,
None (identity),Select best 500 genes,Naive Bayes,0.111871,True,False,True,False,1.0,1.0,1.0,1.0,1.0,
None (identity),Select best 500 genes,k-NN,0.117183,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
None (identity),Select best 500 genes,K-TSP (Top-Scoring Pairs),3.155993,True,False,True,False,0.9696969696969697,0.9444444444444444,0.9907407407407407,1.0,0.8888888888888888,
None (identity),Select best 500 genes,Nearest Shrunken Centroid,0.101829,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9421296296296295,0.9583333333333334,0.8888888888888888,
Standardize (z-score),None (identity),Random Forest,4.473351,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
Standardize (z-score),None (identity),Gradient Boosting,7.717741,True,False,True,False,0.9393939393939394,0.8888888888888888,0.9907407407407407,1.0,0.7777777777777778,
Standardize (z-score),None (identity),Hist Gradient Boosting,32.506651,True,False,True,False,0.8181818181818182,0.8055555555555556,0.8356481481481481,0.8333333333333334,0.7777777777777778,
Standardize (z-score),None (identity),Logistic Regression,0.308061,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9907407407407407,0.9583333333333334,0.8888888888888888,
Standardize (z-score),None (identity),SVM (linear),0.27374,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9953703703703703,0.9583333333333334,0.8888888888888888,
Standardize (z-score),None (identity),SVM (RBF),0.303637,True,False,True,False,0.8484848484848485,0.7222222222222222,0.9953703703703703,1.0,0.4444444444444444,
Standardize (z-score),None (identity),Decision Tree,0.158066,True,False,True,False,0.8484848484848485,0.8611111111111112,0.8611111111111112,0.8333333333333334,0.8888888888888888,
Standardize (z-score),None (identity),Naive Bayes,0.082535,True,False,True,False,0.9393939393939394,0.8888888888888888,0.8888888888888888,1.0,0.7777777777777778,
Standardize (z-score),None (identity),k-NN,0.064402,True,False,True,False,0.9090909090909091,0.8680555555555556,0.9907407407407407,0.9583333333333334,0.7777777777777778,
Standardize (z-score),None (identity),K-TSP (Top-Scoring Pairs),3.128243,True,False,True,False,0.9393939393939394,0.9583333333333333,1.0,0.9166666666666666,1.0,
Standardize (z-score),None (identity),Nearest Shrunken Centroid,0.062188,True,False,True,False,0.9696969696969697,0.9791666666666667,1.0,0.9583333333333334,1.0,
Standardize (z-score),PCA (50 components),Random Forest,4.446512,True,False,True,False,0.8181818181818182,0.6666666666666666,0.9189814814814815,1.0,0.3333333333333333,
Standardize (z-score),PCA (50 components),Gradient Boosting,0.552743,True,False,True,False,0.7878787878787878,0.7152777777777778,0.736111111111111,0.875,0.5555555555555556,
Standardize (z-score),PCA (50 components),Hist Gradient Boosting,0.388308,True,False,True,False,0.8787878787878788,0.8819444444444444,0.9074074074074073,0.875,0.8888888888888888,
Standardize (z-score),PCA (50 components),Logistic Regression,0.243128,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9953703703703703,0.9583333333333334,0.8888888888888888,
Standardize (z-score),PCA (50 components),SVM (linear),0.289788,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9953703703703703,0.9583333333333334,0.8888888888888888,
Standardize (z-score),PCA (50 components),SVM (RBF),0.301654,True,False,True,False,1.0,1.0,1.0,1.0,1.0,
Standardize (z-score),PCA (50 components),Decision Tree,0.207525,True,False,True,False,0.8181818181818182,0.7708333333333333,0.7708333333333335,0.875,0.6666666666666666,
Standardize (z-score),PCA (50 components),Naive Bayes,0.208449,True,False,True,False,0.9090909090909091,0.9027777777777777,0.986111111111111,0.9166666666666666,0.8888888888888888,
Standardize (z-score),PCA (50 components),k-NN,0.209743,True,False,True,False,0.9090909090909091,0.8680555555555556,0.9907407407407407,0.9583333333333334,0.7777777777777778,
Standardize (z-score),PCA (50 components),K-TSP (Top-Scoring Pairs),0.225173,True,False,True,False,0.6363636363636364,0.7152777777777777,0.9074074074074073,0.5416666666666666,0.8888888888888888,
Standardize (z-score),PCA (50 components),Nearest Shrunken Centroid,0.200672,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9953703703703703,0.9583333333333334,0.8888888888888888,
