preprocess,feature_map,model,seconds,ok,timed_out,converged,unreliable,accuracy,balanced_accuracy,auc,sensitivity,specificity,error
Robust standardize (median/IQR),Class-conditional PCA,K-TSP (Top-Scoring Pairs),4.463969,True,False,True,False,0.7549019607843137,0.7534615384615384,0.7925,0.8269230769230769,0.68,
Robust standardize (median/IQR),Class-conditional PCA,Nearest Shrunken Centroid,4.395408,True,False,True,False,0.5784313725490197,0.5753846153846154,0.5907692307692307,0.7307692307692307,0.42,
Robust standardize (median/IQR),Rank transform (TSP-style),Random Forest,9.151134,True,False,True,False,0.9019607843137255,0.9023076923076923,0.925,0.8846153846153846,0.92,
Robust standardize (median/IQR),Rank transform (TSP-style),Gradient Boosting,67.895747,True,False,True,False,0.8529411764705882,0.851923076923077,0.8732692307692307,0.9038461538461539,0.8,
Robust standardize (median/IQR),Rank transform (TSP-style),Hist Gradient Boosting,44.706286,True,False,True,False,0.9117647058823529,0.9123076923076923,0.9511538461538461,0.8846153846153846,0.94,
Robust standardize (median/IQR),Rank transform (TSP-style),Logistic Regression,5.137318,True,False,True,False,0.8921568627450981,0.8926923076923077,0.9430769230769231,0.8653846153846154,0.92,
Robust standardize (median/IQR),Rank transform (TSP-style),SVM (linear),5.943533,True,False,True,False,0.9019607843137255,0.9023076923076923,0.9423076923076922,0.8846153846153846,0.92,
Robust standardize (median/IQR),Rank transform (TSP-style),SVM (RBF),6.182479,True,False,True,False,0.8529411764705882,0.8530769230769231,0.9169230769230768,0.8461538461538461,0.86,
Robust standardize (median/IQR),Rank transform (TSP-style),Decision Tree,5.648738,True,False,True,False,0.8235294117647058,0.8226923076923077,0.8226923076923077,0.8653846153846154,0.78,
Robust standardize (median/IQR),Rank transform (TSP-style),Naive Bayes,5.536594,True,False,True,False,0.6470588235294118,0.6469230769230769,0.6684615384615384,0.6538461538461539,0.64,
Robust standardize (median/IQR),Rank transform (TSP-style),k-NN,5.076615,True,False,True,False,0.7745098039215687,0.7761538461538462,0.791923076923077,0.6923076923076923,0.86,
Robust standardize (median/IQR),Rank transform (TSP-style),K-TSP (Top-Scoring Pairs),10.049567,True,False,True,False,0.5588235294117647,0.5576923076923077,0.6611538461538461,0.6153846153846154,0.5,
Robust standardize (median/IQR),Rank transform (TSP-style),Nearest Shrunken Centroid,5.507487,True,False,True,False,0.6372549019607843,0.6376923076923078,0.64,0.6153846153846154,0.66,
Robust standardize (median/IQR),Select best 500 genes,Random Forest,8.84611,True,False,True,False,0.9215686274509803,0.9219230769230768,0.9463461538461537,0.9038461538461539,0.94,
Robust standardize (median/IQR),Select best 500 genes,Gradient Boosting,7.0439,True,False,True,False,0.9019607843137255,0.9011538461538462,0.9071153846153845,0.9423076923076923,0.86,
Robust standardize (median/IQR),Select best 500 genes,Hist Gradient Boosting,5.760314,True,False,True,False,0.9411764705882353,0.9415384615384615,0.9653846153846153,0.9230769230769231,0.96,
Robust standardize (median/IQR),Select best 500 genes,Logistic Regression,4.760675,True,False,True,False,0.9117647058823529,0.911923076923077,0.9473076923076923,0.9038461538461539,0.92,
Robust standardize (median/IQR),Select best 500 genes,SVM (linear),4.288308,True,False,True,False,0.8921568627450981,0.8923076923076922,0.9469230769230769,0.8846153846153846,0.9,
Robust standardize (median/IQR),Select best 500 genes,SVM (RBF),4.083837,True,False,True,False,0.8921568627450981,0.8926923076923077,0.9484615384615385,0.8653846153846154,0.92,
Robust standardize (median/IQR),Select best 500 genes,Decision Tree,4.745387,True,False,True,False,0.8823529411764706,0.8815384615384616,0.8815384615384616,0.9230769230769231,0.84,
Robust standardize (median/IQR),Select best 500 genes,Naive Bayes,4.195706,True,False,True,False,0.8529411764705882,0.8526923076923076,0.8573076923076923,0.8653846153846154,0.84,
Robust standardize (median/IQR),Select best 500 genes,k-NN,3.986855,True,False,True,False,0.8921568627450981,0.8923076923076922,0.9292307692307693,0.8846153846153846,0.9,
